timestamp,x_norm,y_norm,detected
2026-03-02 15:55:32.104854,-0.017241379310344827,0.006896551724137931,1
2026-03-02 15:55:32.140106,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.173189,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.193808,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.217059,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.242991,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.268412,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.293622,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.319779,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.347711,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.369379,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.395604,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.421410,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.445329,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.470140,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.495197,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.520745,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.545473,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.571598,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.597302,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.622425,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.647677,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.674043,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.698529,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.724812,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.748854,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.773196,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.797404,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.821954,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.846069,-0.017241379310344827,0.006896551724137931,1
2026-03-02 15:55:32.870418,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:32.894342,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.918460,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.942424,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:32.971422,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.015531,-0.017241379310344827,0.006896551724137931,1
2026-03-02 15:55:33.038750,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.063481,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.087726,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.111300,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.135260,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.159414,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.183286,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.207468,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.231712,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.255910,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.279851,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.303763,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.327715,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.351528,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.375287,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.399530,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.425817,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.447209,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.472076,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.495503,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.519402,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.544084,-0.013793103448275862,0.0034482758620689655,1
2026-03-02 15:55:33.567309,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.591659,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.615883,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.640379,-0.013793103448275862,0.006896551724137931,1
2026-03-02 15:55:33.664051,-0.013793103448275862,0.0034482758620689655,1
