timestamp,t_s,ball_x_norm,ball_y_norm,servo_x,servo_y,detected
2026-03-02 16:12:53.781842,0.0,0.0103448275862068,0.0172413793103448,87.3428275862069,94.0,1
2026-03-02 16:12:53.819404,0.037562,0.0103448275862068,0.0172413793103448,89.82496551724138,90.29172413793104,1
2026-03-02 16:12:53.852033,0.070191,0.0103448275862068,0.0172413793103448,90.65110344827586,90.29379310344828,1
2026-03-02 16:12:53.909794,0.127952,0.0137931034482758,0.0172413793103448,88.9371724137931,90.29482758620688,1
2026-03-02 16:12:53.951813,0.169971,0.0103448275862068,0.0172413793103448,89.82144827586207,90.29689655172412,1
2026-03-02 16:12:54.003638,0.221796,0.0103448275862068,0.0172413793103448,89.8208275862069,90.29793103448276,1
2026-03-02 16:12:54.028672,0.24683,0.0103448275862068,0.0172413793103448,89.82020689655172,90.29896551724138,1
2026-03-02 16:12:54.054384,0.272542,0.0137931034482758,0.0172413793103448,88.93386206896551,90.3,1
2026-03-02 16:12:54.080508,0.298666,0.0103448275862068,0.0172413793103448,90.6463448275862,90.30103448275862,1
2026-03-02 16:12:54.105786,0.323944,0.0137931034482758,0.0206896551724137,88.93241379310345,91.18779310344829,1
2026-03-02 16:12:54.131534,0.349692,0.0137931034482758,0.0172413793103448,89.75917241379311,89.47572413793104,1
2026-03-02 16:12:54.157046,0.375204,0.0103448275862068,0.0206896551724137,90.64406896551723,91.19006896551724,1
2026-03-02 16:12:54.182829,0.400987,0.0103448275862068,0.0206896551724137,89.81586206896552,90.36372413793104,1
2026-03-02 16:12:54.208537,0.426695,0.0172413793103448,0.0172413793103448,88.04379310344828,89.47924137931034,1
2026-03-02 16:12:54.233597,0.451755,0.0103448275862068,0.0172413793103448,91.46937931034483,90.30786206896552,1
2026-03-02 16:12:54.258985,0.477143,0.0137931034482758,0.0172413793103448,88.92786206896551,90.30889655172412,1
2026-03-02 16:12:54.285104,0.503262,0.0137931034482758,0.0172413793103448,89.75462068965517,90.30993103448276,1
2026-03-02 16:12:54.309852,0.52801,0.0103448275862068,0.0172413793103448,90.63951724137932,90.3109655172414,1
2026-03-02 16:12:54.335609,0.553767,0.0137931034482758,0.0206896551724137,88.92558620689655,91.19772413793105,1
2026-03-02 16:12:54.361554,0.579712,0.0137931034482758,0.0172413793103448,89.75234482758621,89.4856551724138,1
2026-03-02 16:12:54.386318,0.604476,0.0068965517241379,0.0172413793103448,93.29441379310344,90.31427586206895,1
2026-03-02 16:12:54.411250,0.629408,0.0103448275862068,0.0206896551724137,89.29441379310344,91.20103448275862,1
2026-03-02 16:12:54.435230,0.653388,0.0137931034482758,0.0172413793103448,88.92331034482758,89.48896551724138,1
2026-03-02 16:12:54.458819,0.676977,0.0068965517241379,0.0172413793103448,92.92331034482758,90.31758620689656,1
2026-03-02 16:12:54.483429,0.701587,0.0103448275862068,0.0206896551724137,88.92331034482758,91.2043448275862,1
