timestamp,ball_x_norm,ball_y_norm,servo_x,servo_y,detected
2026-03-02 16:00:11.438686,-0.04827586206896552,-0.034482758620689655,94,86,1
2026-03-02 16:00:11.480959,-0.04827586206896552,-0.034482758620689655,90.8168275862069,89.41655172413793,1
2026-03-02 16:00:11.511156,-0.04827586206896552,-0.034482758620689655,90.81972413793103,89.4144827586207,1
2026-03-02 16:00:11.531474,-0.04827586206896552,-0.034482758620689655,90.82262068965517,89.41241379310345,1
2026-03-02 16:00:11.575406,-0.04827586206896552,-0.034482758620689655,90.82551724137932,89.4103448275862,1
2026-03-02 16:00:11.596732,-0.04482758620689655,-0.034482758620689655,89.94268965517242,89.40827586206896,1
2026-03-02 16:00:11.632820,-0.04482758620689655,-0.034482758620689655,90.77565517241379,89.40413793103448,1
2026-03-02 16:00:11.657026,-0.04482758620689655,-0.03103448275862069,90.77834482758621,90.28779310344828,1
2026-03-02 16:00:11.684529,-0.04482758620689655,-0.034482758620689655,90.78103448275863,88.57262068965517,1
2026-03-02 16:00:11.708007,-0.04482758620689655,-0.034482758620689655,90.78372413793103,89.39813793103448,1
2026-03-02 16:00:11.733247,-0.04827586206896552,-0.03103448275862069,91.67213793103448,90.28179310344828,1
2026-03-02 16:00:11.756987,-0.04827586206896552,-0.034482758620689655,90.84744827586206,88.56662068965517,1
2026-03-02 16:00:11.781826,-0.04827586206896552,-0.034482758620689655,90.85034482758621,89.39213793103448,1
2026-03-02 16:00:11.807213,-0.04827586206896552,-0.03103448275862069,90.85324137931035,90.27579310344828,1
2026-03-02 16:00:11.832571,-0.04827586206896552,-0.03103448275862069,90.85613793103448,89.4463448275862,1
2026-03-02 16:00:11.858021,-0.04827586206896552,-0.034482758620689655,90.85903448275862,88.55875862068966,1
2026-03-02 16:00:11.882979,-0.04827586206896552,-0.03103448275862069,90.86193103448277,90.27,1
2026-03-02 16:00:11.907618,-0.04827586206896552,-0.03103448275862069,90.8648275862069,89.44055172413793,1
2026-03-02 16:00:11.933726,-0.04482758620689655,-0.03103448275862069,89.982,89.43868965517241,1
2026-03-02 16:00:11.958509,-0.04482758620689655,-0.03103448275862069,90.81227586206897,89.4368275862069,1
2026-03-02 16:00:11.983136,-0.04482758620689655,-0.03103448275862069,90.81496551724138,89.43496551724138,1
2026-03-02 16:00:12.008343,-0.04827586206896552,-0.03103448275862069,91.70337931034483,89.43310344827586,1
2026-03-02 16:00:12.034738,-0.04827586206896552,-0.03103448275862069,90.87868965517241,89.43124137931035,1
2026-03-02 16:00:12.059326,-0.04827586206896552,-0.03103448275862069,90.88158620689656,89.42937931034483,1
2026-03-02 16:00:12.082822,-0.04827586206896552,-0.03103448275862069,90.88448275862069,89.4275172413793,1
2026-03-02 16:00:12.107631,-0.04827586206896552,-0.03103448275862069,90.88737931034483,89.4256551724138,1
2026-03-02 16:00:12.130958,-0.04827586206896552,-0.03103448275862069,90.89027586206896,89.42379310344828,1
2026-03-02 16:00:12.155481,-0.04827586206896552,-0.03103448275862069,90.89317241379311,89.42193103448275,1
2026-03-02 16:00:12.178516,-0.04827586206896552,-0.03103448275862069,90.89606896551724,89.42006896551725,1
2026-03-02 16:00:12.202667,-0.04827586206896552,-0.03103448275862069,90.89896551724138,89.41820689655172,1
2026-03-02 16:00:12.226502,-0.04827586206896552,-0.03103448275862069,90.90186206896551,89.4163448275862,1
2026-03-02 16:00:12.249972,-0.04827586206896552,-0.03103448275862069,90.90475862068965,89.4144827586207,1
2026-03-02 16:00:12.286595,-0.04827586206896552,-0.03103448275862069,90.9076551724138,89.41262068965517,1
2026-03-02 16:00:12.322658,-0.04827586206896552,-0.03103448275862069,90.91344827586207,89.40889655172414,1
2026-03-02 16:00:12.345353,-0.04827586206896552,-0.03103448275862069,90.9163448275862,89.40703448275862,1
2026-03-02 16:00:12.369535,-0.04827586206896552,-0.03103448275862069,90.91924137931035,89.40517241379311,1
2026-03-02 16:00:12.392846,-0.04827586206896552,-0.03103448275862069,90.92213793103448,89.40331034482759,1
2026-03-02 16:00:12.416980,-0.04827586206896552,-0.03103448275862069,90.92503448275862,89.40144827586207,1
2026-03-02 16:00:12.441331,-0.04827586206896552,-0.03103448275862069,90.92793103448275,89.39958620689656,1
2026-03-02 16:00:12.464491,-0.04827586206896552,-0.03103448275862069,90.9308275862069,89.39772413793104,1
2026-03-02 16:00:12.488091,-0.04827586206896552,-0.03103448275862069,90.93372413793104,89.39586206896551,1
2026-03-02 16:00:12.512051,-0.04827586206896552,-0.03103448275862069,90.93662068965517,89.394,1
2026-03-02 16:00:12.536224,-0.04827586206896552,-0.03103448275862069,90.9395172413793,89.39213793103448,1
2026-03-02 16:00:12.559648,-0.04827586206896552,-0.03103448275862069,90.94241379310346,89.39027586206896,1
2026-03-02 16:00:12.583691,-0.04827586206896552,-0.03103448275862069,90.94531034482759,89.38841379310345,1
2026-03-02 16:00:12.607207,-0.04827586206896552,-0.03103448275862069,90.94820689655172,89.38655172413793,1
2026-03-02 16:00:12.630838,-0.04827586206896552,-0.03103448275862069,90.95110344827586,89.38468965517241,1
2026-03-02 16:00:12.654841,-0.04827586206896552,-0.03103448275862069,90.954,89.3828275862069,1
2026-03-02 16:00:12.679127,-0.04827586206896552,-0.03103448275862069,90.95689655172414,89.38096551724138,1
2026-03-02 16:00:12.703269,-0.04827586206896552,-0.03103448275862069,90.95979310344828,89.37910344827586,1
2026-03-02 16:00:12.726463,-0.04827586206896552,-0.03103448275862069,90.96268965517241,89.37724137931035,1
2026-03-02 16:00:12.750486,-0.04827586206896552,-0.03103448275862069,90.96558620689655,89.37537931034483,1
2026-03-02 16:00:12.774473,-0.04827586206896552,-0.03103448275862069,90.9684827586207,89.3735172413793,1
2026-03-02 16:00:12.798129,-0.04827586206896552,-0.03103448275862069,90.97137931034483,89.3716551724138,1
