timestamp,x_norm,y_norm,detected
2026-03-09 13:24:13.835328,0.0,0.0,0
2026-03-09 13:24:13.872574,0.0,0.0,0
2026-03-09 13:24:13.897247,0.0,0.0,0
2026-03-09 13:24:13.910001,0.0,0.0,0
2026-03-09 13:24:13.929375,0.0,0.0,0
2026-03-09 13:24:13.955315,0.0,0.0,0
2026-03-09 13:24:14.037191,0.0,0.0,0
2026-03-09 13:24:14.054257,0.0,0.0,0
2026-03-09 13:24:14.078526,0.0,0.0,0
2026-03-09 13:24:14.103339,0.0,0.0,0
2026-03-09 13:24:14.128062,0.0,0.0,0
2026-03-09 13:24:14.152774,0.0,0.0,0
2026-03-09 13:24:14.177403,0.0,0.0,0
2026-03-09 13:24:14.202478,0.0,0.0,0
2026-03-09 13:24:14.227189,0.0,0.0,0
2026-03-09 13:24:14.252174,0.0,0.0,0
2026-03-09 13:24:14.277730,0.0,0.0,0
2026-03-09 13:24:14.302583,0.0,0.0,0
2026-03-09 13:24:14.328598,0.0,0.0,0
2026-03-09 13:24:14.352716,0.0,0.0,0
2026-03-09 13:24:14.378309,0.0,0.0,0
2026-03-09 13:24:14.403600,0.0,0.0,0
2026-03-09 13:24:14.428823,0.0,0.0,0
2026-03-09 13:24:14.454960,0.0,0.0,0
2026-03-09 13:24:14.479310,0.0,0.0,0
2026-03-09 13:24:14.503519,0.0,0.0,0
2026-03-09 13:24:14.528523,0.0,0.0,0
2026-03-09 13:24:14.552042,0.0,0.0,0
2026-03-09 13:24:14.575556,0.0,0.0,0
2026-03-09 13:24:14.599433,0.0,0.0,0
2026-03-09 13:24:14.623485,0.0,0.0,0
2026-03-09 13:24:14.647728,0.0,0.0,0
2026-03-09 13:24:14.675807,0.0,0.0,0
2026-03-09 13:24:14.695555,0.0,0.0,0
2026-03-09 13:24:14.720623,0.0,0.0,0
2026-03-09 13:24:14.744817,0.0,0.0,0
2026-03-09 13:24:14.768128,0.0,0.0,0
2026-03-09 13:24:14.792008,0.0,0.0,0
2026-03-09 13:24:14.815767,0.0,0.0,0
2026-03-09 13:24:14.839295,0.0,0.0,0
2026-03-09 13:24:14.863305,0.0,0.0,0
2026-03-09 13:24:14.895150,0.0,0.0,0
2026-03-09 13:24:14.910856,0.0,0.0,0
2026-03-09 13:24:14.935325,0.0,0.0,0
2026-03-09 13:24:14.959842,0.0,0.0,0
2026-03-09 13:24:14.983837,0.0,0.0,0
2026-03-09 13:24:15.007515,0.0,0.0,0
2026-03-09 13:24:15.031715,0.0,0.0,0
2026-03-09 13:24:15.055523,0.0,0.0,0
2026-03-09 13:24:15.078884,0.0,0.0,0
2026-03-09 13:24:15.102963,0.0,0.0,0
2026-03-09 13:24:15.126844,0.0,0.0,0
2026-03-09 13:24:15.150669,0.0,0.0,0
2026-03-09 13:24:15.175347,0.0,0.0,0
2026-03-09 13:24:15.198545,0.0,0.0,0
2026-03-09 13:24:15.222834,0.0,0.0,0
2026-03-09 13:24:15.247121,0.0,0.0,0
2026-03-09 13:24:15.272172,0.0,0.0,0
2026-03-09 13:24:15.294800,0.0,0.0,0
2026-03-09 13:24:15.318977,0.0,0.0,0
2026-03-09 13:24:15.344255,0.0,0.0,0
2026-03-09 13:24:15.367584,0.0,0.0,0
2026-03-09 13:24:15.392066,0.0,0.0,0
2026-03-09 13:24:15.415748,0.0,0.0,0
2026-03-09 13:24:15.439624,-0.9827586206896551,-0.6413793103448275,1
2026-03-09 13:24:15.469886,-0.9689655172413794,-0.5379310344827586,1
2026-03-09 13:24:15.490420,-0.9655172413793104,-0.4482758620689655,1
2026-03-09 13:24:15.512069,-0.9620689655172414,-0.3724137931034483,1
2026-03-09 13:24:15.535617,-0.9551724137931035,-0.3137931034482759,1
2026-03-09 13:24:15.559886,-0.9482758620689655,-0.27241379310344827,1
2026-03-09 13:24:15.584272,-0.9413793103448276,-0.24482758620689654,1
2026-03-09 13:24:15.608073,-0.9275862068965517,-0.22758620689655173,1
2026-03-09 13:24:15.631444,-0.9103448275862069,-0.22413793103448276,1
2026-03-09 13:24:15.656136,-0.8931034482758621,-0.21724137931034482,1
2026-03-09 13:24:15.679170,-0.8896551724137931,-0.19655172413793104,1
2026-03-09 13:24:15.703187,-0.8758620689655172,-0.18620689655172415,1
2026-03-09 13:24:15.726842,-0.8620689655172413,-0.1793103448275862,1
2026-03-09 13:24:15.752564,-0.8482758620689655,-0.16896551724137931,1
2026-03-09 13:24:15.776941,-0.8379310344827586,-0.15862068965517243,1
2026-03-09 13:24:15.813911,-0.8275862068965517,-0.14482758620689656,1
2026-03-09 13:24:15.829022,-0.8241379310344827,-0.13793103448275862,1
2026-03-09 13:24:15.852355,-0.8206896551724138,-0.12758620689655173,1
2026-03-09 13:24:15.877737,-0.8206896551724138,-0.10344827586206896,1
2026-03-09 13:24:15.902892,-0.8172413793103448,-0.09310344827586207,1
2026-03-09 13:24:15.928636,-0.8137931034482758,-0.08620689655172414,1
2026-03-09 13:24:15.954120,-0.7931034482758621,-0.09310344827586207,1
2026-03-09 13:24:15.979062,-0.7896551724137931,-0.08275862068965517,1
2026-03-09 13:24:16.004179,-0.7827586206896552,-0.07586206896551724,1
2026-03-09 13:24:16.029243,-0.7724137931034483,-0.06896551724137931,1
2026-03-09 13:24:16.055044,-0.7655172413793103,-0.06551724137931035,1
2026-03-09 13:24:16.080937,-0.7551724137931034,-0.06551724137931035,1
2026-03-09 13:24:16.103876,-0.7413793103448276,-0.06206896551724138,1
2026-03-09 13:24:16.128462,-0.7310344827586207,-0.06206896551724138,1
2026-03-09 13:24:16.153205,-0.7172413793103448,-0.06206896551724138,1
2026-03-09 13:24:16.177809,-0.7034482758620689,-0.05862068965517241,1
2026-03-09 13:24:16.202606,-0.6862068965517242,-0.06206896551724138,1
2026-03-09 13:24:16.227439,-0.6689655172413793,-0.06206896551724138,1
2026-03-09 13:24:16.253476,-0.6482758620689655,-0.06206896551724138,1
2026-03-09 13:24:16.278231,-0.6310344827586207,-0.06206896551724138,1
2026-03-09 13:24:16.302614,-0.6103448275862069,-0.06551724137931035,1
2026-03-09 13:24:16.327488,-0.5862068965517241,-0.06896551724137931,1
2026-03-09 13:24:16.352062,-0.5620689655172414,-0.06896551724137931,1
2026-03-09 13:24:16.375822,-0.5379310344827586,-0.07241379310344828,1
2026-03-09 13:24:16.410640,-0.5103448275862069,-0.07586206896551724,1
2026-03-09 13:24:16.423274,-0.4827586206896552,-0.07931034482758621,1
